locality,year,price
ROSEBUD,2012,350000
ROSEBUD SOUTH,2012,450000
ROSEDALE,2012,208500
ROWVILLE,2012,530000
ROXBURGH PARK,2012,355000
RUPANYUP,2012,127000
RUSHWORTH,2012,190000
RUTHERGLEN,2012,235000
RYE,2012,422000
SAFETY BEACH,2012,551000
SAILORS GULLY,2012,257500
SALE,2012,274500
SAN REMO,2012,402500
SANCTUARY LAKES,2012,512500
SANDHURST,2012,510000
SANDRINGHAM,2012,1175000
SANDY POINT,2012,355000
SASSAFRAS,2012,397500
SAWMILL SETTLEMENT,2012,207000
SCORESBY,2012,480000
SEA LAKE,2012,65000
SEABROOK,2012,403500
SEAFORD,2012,392500
SEAHOLME,2012,600000
SEASPRAY,2012,192500
SEBASTOPOL,2012,239000
SEDDON,2012,670000
SELBY,2012,410000
SEVILLE,2012,380000
SEVILLE EAST,2012,342500
SEYMOUR,2012,220000
SHEPPARTON,2012,240000
SHEPPARTON NORTH,2012,284000
SHOREHAM,2012,618000
SILVERLEAVES,2012,505000
SKENES CREEK,2012,532500
SKIPTON,2012,149000
SKYE,2012,390000
SMITHS BEACH,2012,430000
SMYTHESDALE,2012,207500
SOLDIERS HILL,2012,292500
SOMERS,2012,692500
SOMERVILLE,2012,360000
SORRENTO,2012,730000
SOUTH DUDLEY,2012,216500
SOUTH GEELONG,2012,430000
SOUTH KINGSVILLE,2012,610000
SOUTH MELBOURNE,2012,930000
SOUTH MORANG,2012,420000
SOUTH YARRA,2012,1238000
SPOTSWOOD,2012,655000
SPRING GULLY,2012,340000
SPRINGVALE,2012,448000
SPRINGVALE SOUTH,2012,408000
ST ALBANS,2012,348000
ST ALBANS PARK,2012,307500
ST ANDREWS BEACH,2012,714000
ST ARUD,2012,123000
ST HELE,2012,550500
ST KILDA,2012,861000
ST KILDA EAST,2012,993000
ST KILDA WEST,2012,1262500
ST LEORDS,2012,363000
STANHOPE,2012,175000
STAWELL,2012,167000
STRATFORD,2012,267500
STRATHDALE,2012,361000
STRATHFIELDSAYE,2012,359000
STRATHMERTON,2012,164500
STRATHMORE,2012,800000
STRATHMORE HEIGHTS,2012,605000
STRATHTULLOH,2012,191000
STUDFIELD,2012,480500
SUNBURY,2012,350000
SUNDERLAND BAY,2012,265000
SUNNYCLIFFS,2012,200000
SUNSET STRIP,2012,286500
SUNSHINE,2012,400000
SUNSHINE NORTH,2012,395000
SUNSHINE WEST,2012,375000
SURF BEACH,2012,350000
SURREY HILLS,2012,1121500
SWAN HILL,2012,225000
SWAN REACH,2012,334000
SYDENHAM,2012,415000
SYNDAL,2012,778000
TALLANGATTA,2012,185000
TARNEIT,2012,356000
TATURA,2012,229500
TAWONGA SOUTH,2012,255000
TAYLORS HILL,2012,480000
TAYLORS LAKES,2012,477500
TECOMA,2012,412000
TEMPLESTOWE,2012,811000
TEMPLESTOWE LOWER,2012,670000
TERANG,2012,155000
THE BASIN,2012,410000
THE HONEYSUCKLES,2012,215000
THE PATCH,2012,417500
THOMASTOWN,2012,365000
THOMSON (GREATER GEELONG),2012,273500
THORNBURY,2012,715500
THORNHILL PARK,2012,
TIMBOON,2012,212500
TONGALA,2012,175000
TOONGABBIE,2012,212500
TOORA,2012,210000
TOORADIN,2012,380000
TOORAK,2012,2775000
TOOTGAROOK,2012,390000
TORQUAY,2012,565000
TRAFALGAR,2012,285000
TRARALGON,2012,260000
TRARALGON EAST,2012,402500
TRAVANCORE,2012,810000
TRENTHAM,2012,331500
TRUGANI,2012,341500
TULLAMARINE,2012,393500
TYABB,2012,372500
UPPER FERNTREE GULLY,2012,410000
UPWEY,2012,422500
VENTNOR,2012,363500
VENUS BAY,2012,238500
VERMONT,2012,571000
VERMONT SOUTH,2012,654500
VIEWBANK,2012,589000
VIOLET TOWN,2012,204500
WAHGUNYAH,2012,244000
WALKERVILLE,2012,280000
WALLAN,2012,335000
WALLAN EAST,2012,317000
WANDA HEIGHTS,2012,557500
WANDIN NORTH,2012,379000
WANGARATTA,2012,240000
WANTIR,2012,515000
WANTIR SOUTH,2012,542500
WARBURTON,2012,300000
WARNEET,2012,284000
WARRACKBEAL,2012,105000
WARRAGUL,2012,300000
WARRANDYTE,2012,620000
WARRANWOOD,2012,654000
WARRMBOOL,2012,316500
WATERWAYS,2012,682000
WATSONIA,2012,462000
WATSONIA NORTH,2012,462000
WATTLE GLEN,2012,527000
WAURN PONDS,2012,452500
WEDDERBURN,2012,122500
WEIR VIEWS,2012,407000
WENDOUREE,2012,236500
WENDOUREE WEST,2012,167500
WERRIBEE,2012,300000
WERRIBEE SOUTH,2012,440000
WEST FOOTSCRAY,2012,532500
WEST MELBOURNE,2012,720000
WEST WODONGA,2012,267500
WESTALL,2012,475500
WESTGARTH,2012,840000
WESTMEADOWS,2012,377500
WHEELERS HILL,2012,669000
WHITE HILLS,2012,275000
WHITTINGTON,2012,252000
WHITTLESEA,2012,365000
WILLIAMS LANDING,2012,450000
WILLIAMSTOWN,2012,901000
WILLIAMSTOWN NORTH,2012,680000
WIMBLEDON HEIGHTS,2012,290000
WINCHELSEA,2012,268500
WINDSOR,2012,818000
WINTER VALLEY,2012,353500
WODONGA,2012,255500
WOLLERT,2012,410000
WONGA PARK,2012,622500
WONTHAGGI,2012,229000
WOODEND,2012,430000
WOOLAMAI WATERS,2012,350000
WOORI YALLOCK,2012,315000
WURRUK,2012,235000
WY YUNG,2012,325000
WYCHEPROOF,2012,96500
WYNDHAM VALE,2012,286500
YACKANDANDAH,2012,272500
YALLAMBIE,2012,471000
YALLOURN NORTH,2012,161000
YARRA GLEN,2012,395000
YARRA JUNCTION,2012,397000
YARRAGON,2012,266000
YARRAM,2012,215000
YARRAVILLE,2012,613000
YARRAWONGA,2012,300000
YEA,2012,255000
YINR,2012,221500
ABBOTSFORD,2013,792500
ABERFELDIE,2013,947500
AINTREE,2013,
AIREYS INLET,2013,664000
AIRPORT WEST,2013,532000
ALBANVALE,2013,313000
ALBERT PARK,2013,1360000
ALBION,2013,379000
ALEXANDRA,2013,261000
ALFREDTON,2013,361500
ALLANSFORD,2013,310000
ALPHINGTON,2013,1080000
ALTO,2013,575000
ALTO EAST,2013,561000
ALTO MEADOWS,2013,390000
ALTO NORTH,2013,510000
ANGLESEA,2013,550000
APOLLO BAY,2013,450000
ARARAT,2013,180000
ARDEER,2013,330000
ARMADALE,2013,1675000
ARMSTRONG CREEK,2013,467500
ASCOT (GREATER BENDIGO),2013,349500
ASCOT VALE,2013,735000
ASHBURTON,2013,1000000
ASHWOOD,2013,775000
ASPENDALE,2013,620000
ASPENDALE GARDENS,2013,586500
ATTWOOD,2013,540000
AVENEL,2013,231000
AVOCA,2013,182500
AVONDALE HEIGHTS,2013,532500
AVONSLEIGH,2013,420000
BACCHUS MARSH,2013,335500
BADGER CREEK,2013,315000
BAIRNSDALE,2013,235000
BALACLAVA,2013,860500
BALCOMBE,2013,712500
BALLAN,2013,352000
BALLARAT CENTRAL,2013,322000
BALLARAT EAST,2013,265000
BALLARAT NORTH,2013,296000
BALRRING,2013,525000
BALRRING BEACH,2013,750000
BALWYN,2013,1530000
BALWYN NORTH,2013,1240000
BANNOCKBURN,2013,370000
BARANDUDA,2013,345000
BARWARTHA,2013,245000
BARWON HEADS,2013,742500
BAXTER,2013,330500
BAYSWATER,2013,458500
BAYSWATER NORTH,2013,468500
BEACONSFIELD,2013,486500
BEACONSFIELD UPPER,2013,470000
BEAUFORT,2013,186000
BEAUMARIS,2013,1074000
BEECHWORTH,2013,295000
BELGRAVE,2013,410000
BELGRAVE HEIGHTS,2013,430000
BELGRAVE SOUTH,2013,548000
BELL PARK,2013,314000
BELL POST HILL,2013,328000
BELLFIELD (BANYULE),2013,516000
BELMONT,2013,360000
BELLA,2013,228000
BENDIGO,2013,340000
BENTLEIGH,2013,900000
BENTLEIGH EAST,2013,750000
BERWICK,2013,453000
BEVERIDGE,2013,396000
BIRCHIP,2013,120000
BIRREGURRA,2013,255000
BITTERN,2013,402000
BLACK HILL,2013,283500
BLACK ROCK,2013,1225000
BLACKBURN,2013,860500
BLACKBURN NORTH,2013,692000
BLACKBURN SOUTH,2013,697500
BLACKWOOD,2013,310000
BLAIRGOWRIE,2013,609000
BLIND BIGHT,2013,362500
BONBEACH,2013,580000
BONNIE DOON,2013,250000
BONSHAW,2013,
BOOLARRA,2013,196500
BOORT,2013,157500
BORONIA,2013,459500
BOTANIC RIDGE,2013,492000
BOX HILL,2013,855000
BOX HILL NORTH,2013,746000
BOX HILL SOUTH,2013,785000
BRAYBROOK,2013,424000
BREAKWATER,2013,255000
BRIAGOLONG,2013,226000
BRIAR HILL,2013,572500
BRIGHT,2013,325000
BRIGHTON,2013,1802500
BRIGHTON EAST,2013,1230000
BROADFORD,2013,291000
BROADMEADOWS,2013,325000
BROOKFIELD,2013,330000
BROOKLYN,2013,491500
BROWN HILL,2013,310000
BRUNSWICK,2013,750000
BRUNSWICK EAST,2013,767000
BRUNSWICK WEST,2013,745000
BRUTHEN,2013,198000
BULLEEN,2013,780000
BUNDALONG,2013,337500
BUNDOORA,2013,530000
BUNINYONG,2013,349000
BUNYIP,2013,332500
BURNSIDE,2013,390000
BURNSIDE HEIGHTS,2013,427000
BURWOOD,2013,780000
BURWOOD EAST,2013,685500
CAIRNLEA,2013,480000
CALIFORNIA GULLY,2013,252500
CAMBERWELL,2013,1382000
CAMPBELLFIELD,2013,330000
CAMPBELLS CREEK,2013,382000
CAMPERDOWN,2013,220000
CADIAN,2013,322500
CANTERBURY,2013,1950000
CAPE PATERSON,2013,337000
CAPE SCHANCK,2013,620000
CAPEL SOUND,2013,350000
CARISBROOK,2013,218500
CARLTON,2013,1002500
CARLTON NORTH,2013,890500
CARNEGIE,2013,865000
CAROLINE SPRINGS,2013,435000
CARRUM,2013,510000
CARRUM DOWNS,2013,330000
CASTERTON,2013,97500
CASTLEMAINE,2013,372500
CAULFIELD,2013,1172500
CAULFIELD EAST,2013,845000
CAULFIELD NORTH,2013,1415000
CAULFIELD SOUTH,2013,1050000
CHADSTONE,2013,719000
CHARLEMONT,2013,560000
CHARLTON,2013,120000
CHELSEA,2013,577500
CHELSEA HEIGHTS,2013,465000
CHELTENHAM,2013,695000
CHELTENHAM EAST,2013,600000
CHELTENHAM NORTH,2013,584000
CHEWTON,2013,312500
CHILTERN,2013,171500
CHIRNSIDE PARK,2013,450000
CHURCHILL,2013,182000
CLARINDA,2013,525000
CLAYTON,2013,645000
CLAYTON NORTH,2013,630000
CLAYTON SOUTH,2013,522500
CLIFTON HILL,2013,865000
CLIFTON SPRINGS,2013,336000
CLUNES,2013,219000
CLYDE,2013,397000
CLYDE NORTH,2013,409000
COBBLEBANK,2013,335500
COBDEN,2013,162500
COBRAM,2013,218000
COBURG,2013,633000
COBURG EAST,2013,560000
COBURG NORTH,2013,538500
COCKATOO,2013,355000
COHU,2013,139000
COLAC,2013,226500
COLDSTREAM,2013,385000
COLERAINE,2013,118000
COLLINGWOOD,2013,741000
COOLAROO,2013,290000
COONS HILL,2013,655000
COONGULLA,2013,150000
CORINELLA,2013,330000
CORIO,2013,230000
CORONET BAY,2013,251000
CORRYONG,2013,166500
COWES,2013,385000
COWES WEST,2013,320000
CRAIGIEBURN,2013,360000
CRANBOURNE,2013,315000
CRANBOURNE EAST,2013,390000
CRANBOURNE NORTH,2013,370000
CRANBOURNE SOUTH,2013,
CRANBOURNE WEST,2013,330000
CREMORNE,2013,821000
CRESWICK,2013,245000
CRIB POINT,2013,355000
CROYDON,2013,470000
CROYDON HILLS,2013,571500
CROYDON NORTH,2013,540500
CROYDON SOUTH,2013,442000
CURLEWIS,2013,387000
DALLAS,2013,280000
DALYSTON,2013,245000
DANDENONG,2013,405000
DANDENONG NORTH,2013,390000
DARLEY,2013,330500
DAYLESFORD,2013,385000
DEANSIDE,2013,
DEEPDENE,2013,1981000
DEER PARK,2013,348000
DELACOMBE,2013,280000
DELAHEY,2013,372500
DENNINGTON,2013,320000
DERRIMUT,2013,417000
DIAMOND CREEK,2013,513000
DIGGERS REST,2013,280000
DIMBOOLA,2013,89000
DINGLEY VILLAGE,2013,553500
DINNER PLAIN,2013,390000
DOLD,2013,140000
DONCASTER,2013,850000
DONCASTER EAST,2013,789000
DONNYBROOK,2013,
DONVALE,2013,735000
DOREEN,2013,415000
DOVETON,2013,302000
DROMA,2013,462000
DROUIN,2013,300000
DRYSDALE,2013,385000
DUNKELD,2013,210000
DUNOLLY,2013,182500
EAGLE POINT,2013,227000
EAGLEHAWK,2013,264000
EAGLEMONT,2013,1340000
EAST BAIRNSDALE,2013,226000
EAST BENDIGO,2013,285000
EAST GEELONG,2013,450000
EAST MELBOURNE,2013,1790000
EAST WARBURTON,2013,289500
EASTWOOD,2013,335000
ECHUCA,2013,285000
EDENHOPE,2013,160000
EDITHVALE,2013,615000
EILDON,2013,210000
ELLIMINYT,2013,332000
ELMORE,2013,184000
ELSTERNWICK,2013,1365000
ELTHAM,2013,631500
ELTHAM NORTH,2013,622000
ELWOOD,2013,1350000
EMERALD,2013,440000
ENDEAVOUR HILLS,2013,400000
EPPING,2013,366500
EPSOM,2013,322500
ESSENDON,2013,870000
ESSENDON NORTH,2013,725000
ESSENDON WEST,2013,720000
EUMEMMERRING,2013,353000
EUREKA,2013,243500
EUROA,2013,208000
EYNESBURY,2013,390500
FAIRFIELD,2013,915000
FAIRHAVEN,2013,785000
FAWKNER,2013,410000
FERNTREE GULLY,2013,451000
FERNY CREEK,2013,497500
FINGAL,2013,677500
FITZROY,2013,945000
FITZROY NORTH,2013,976000
FIVEWAYS,2013,355000
FLEMINGTON,2013,735500
FLINDERS,2013,765000
FLORA HILL,2013,310000
FLOWERDALE,2013,292500
FOOTSCRAY,2013,600000
FOREST HILL,2013,650500
FOSTER,2013,298000
FRANKSTON,2013,350000
FRANKSTON NORTH,2013,255000
FRANKSTON SOUTH,2013,535000
FRASER RISE,2013,455000
FYANSFORD,2013,386500
GARDEN CITY,2013,1055000
GARDENVALE,2013,1150000
GARFIELD,2013,405000
GEELONG,2013,500000
GEELONG WEST,2013,440000
GEMBROOK,2013,344000
GISBORNE,2013,496000
GLADSTONE PARK,2013,392500
GLEN HUNTLY,2013,977500
GLEN IRIS,2013,1310000
GLEN WAVERLEY,2013,815000
GLENROWAN,2013,230000
GLENROY,2013,454000
GOLDEN BEACH,2013,169500
GOLDEN POINT (BALLARAT),2013,265000
GOLDEN SQUARE,2013,295000
GORDON,2013,278500
GOUGHS BAY,2013,257500
GOWANBRAE,2013,616500
GRANTVILLE,2013,215000
GREEN LAKE,2013,262500
GREENSBOROUGH,2013,534000
GREENVALE,2013,550000
GROVEDALE,2013,352000
HADFIELD,2013,461500
HALLAM,2013,362500
HALLS GAP,2013,184500
HAMILTON,2013,192500
HAMLYN HEIGHTS,2013,363500
HAMPTON,2013,1270000
HAMPTON EAST,2013,770000
HAMPTON PARK,2013,330000
HARCOURT,2013,309000
HARKNESS,2013,330000
HASTINGS,2013,345000
HASTINGS WEST,2013,280000
HAWTHORN,2013,1575000
HAWTHORN EAST,2013,1247500
HEALESVILLE,2013,385500
HEATHCOTE,2013,227500
HEATHERTON,2013,630000
HEATHMONT,2013,589000
HEIDELBERG,2013,772500
HEIDELBERG HEIGHTS,2013,536500
HEIDELBERG WEST,2013,425500
HEPBURN,2013,291000
HEPBURN SPRINGS,2013,340000
HERNE HILL,2013,350000
HEYFIELD,2013,200000
HEYWOOD,2013,142000
HIGHETT,2013,750000
HIGHTON,2013,477500
HILLSIDE (MELTON),2013,430000
HOPETOUN,2013,88000
HOPPERS CROSSING,2013,321500
HORSHAM,2013,215000
HUGHESDALE,2013,820000
HUNTINGDALE,2013,659000
HUNTLY,2013,337500
HURSTBRIDGE,2013,482000
INDENTED HEAD,2013,390000
INGLEWOOD,2013,160000
INVERLOCH,2013,431000
INVERMAY PARK,2013,378000
IRONBARK,2013,277000
IRYMPLE,2013,248000
IVANHOE,2013,1100000
IVANHOE EAST,2013,1310000
JACA,2013,334000
JACKASS FLAT,2013,287500
JAN JUC,2013,555000
JEERALANG NORTH,2013,145500
JEPARIT,2013,80500
JUNCTION VILLAGE,2013,312000
JUNORTOUN,2013,490000
KALIM,2013,230000
KALKALLO,2013,450000
KALLISTA,2013,425000
KALORAMA,2013,442500
KANGAROO FLAT,2013,292500
KANGAROO GROUND SOUTH,2013,615000
KANIVA,2013,75000
KEALBA,2013,370000
KEILOR,2013,572500
KEILOR DOWNS,2013,403500
KEILOR EAST,2013,560000
KEILOR LODGE,2013,490000
KEILOR PARK,2013,455000
KENNINGTON,2013,351500
KENSINGTON,2013,690000
KERANG,2013,152000
KEW,2013,1751000
KEW EAST,2013,1210000
KEW NORTH,2013,1260000
KEYSBOROUGH,2013,435000
KIALLA,2013,360000
KILCUNDA,2013,375000
KILLARA (WODONGA),2013,351000
KILMORE,2013,327500
KILSYTH,2013,435000
KILSYTH SOUTH,2013,542500
KINGLAKE,2013,330000
KINGS PARK,2013,315000
KINGSBURY,2013,470000
KINGSVILLE,2013,635000
KNOXFIELD,2013,500000
KOO WEE RUP,2013,315000
KOONDROOK,2013,147500
KOOYONG,2013,1417500
KOROIT,2013,275000
KORUMBURRA,2013,236000
KURUNJANG,2013,287000
KYABRAM,2013,237000
KYNETON,2013,369000
LAKE BOGA,2013,200000
LAKE GARDENS,2013,445000
LAKE TYERS BEACH,2013,270000
LAKE WENDOUREE,2013,634000
LAKES ENTRANCE,2013,269500
LALOR,2013,365000
LANCEFIELD,2013,377500
LANG LANG,2013,285000
LANGWARRIN,2013,385000
LARA,2013,350000
LARA LAKE,2013,363500
LAUNCHING PLACE,2013,330000
LAVERTON,2013,325000
LAVERTON SOUTH,2013,391500
LEITCHVILLE,2013,98000
LENEVA,2013,361500
LEONGATHA,2013,300000
LEOPOLD,2013,360000
LILYDALE,2013,469000
LINTON,2013,163500
LISMORE,2013,110000
LOCH SPORT,2013,166000
LONG GULLY,2013,230000
LONGWARRY,2013,289500
LORNE,2013,840000
LOVELY BANKS,2013,360500
LOWER PLENTY,2013,680500
LUCAS,2013,348000
LUCKNOW,2013,235000
LYNBROOK,2013,430000
LYNDHURST,2013,465000
LYSTERFIELD,2013,681500
MACEDON,2013,490000
MACLEOD,2013,647500
MADDINGLEY,2013,316500
MAFFRA,2013,229000
MAIDEN GULLY,2013,440000
MAIDSTONE,2013,535000
MALDON,2013,315000
MALLACOOTA,2013,285000
MALMSBURY,2013,292500
MALVERN,2013,1508500
MALVERN EAST,2013,1200000
MANIFOLD HEIGHTS,2013,532500
MANOR LAKES,2013,340500
MANSFIELD,2013,364000
MARIBYRNONG,2013,714000
MARONG,2013,310000
MARSHALL,2013,360000
MARYBOROUGH,2013,194000
MARYSVILLE,2013,180000
MCCRAE,2013,530000
MCKENZIE HILL,2013,397000
MCKINNON,2013,1025000
MCLOUGHLINS BEACH,2013,145500
MEADOW HEIGHTS,2013,317000
MEENIYAN,2013,199000
MELTON,2013,245000
MELTON SOUTH,2013,230000
MELTON WEST,2013,285500
MENTONE,2013,705000
MERBEIN,2013,140500
MERINDA PARK,2013,310000
MERNDA,2013,375000
MERRIJIG (MANSFIELD),2013,332500
METUNG,2013,337500
MICKLEHAM,2013,213000
MIDDLE PARK,2013,1587500
MILDURA,2013,225500
MILL PARK,2013,408000
MILLGROVE,2013,245000
MINERS REST,2013,330000
MINYIP,2013,73500
MIRBOO NORTH,2013,265000
MITCHAM,2013,650000
MITCHELL PARK,2013,267000
MOE,2013,155000
MONBULK,2013,395000
MONT ALBERT,2013,1316000
MONT ALBERT NORTH,2013,995000
MONTMORENCY,2013,570000
MONTROSE,2013,445000
MOONEE PONDS,2013,830500
MOORABBIN,2013,682000
MOOROOLBARK,2013,440000
MOOROOP,2013,207500
MORDIALLOC,2013,680000
MORNINGTON,2013,525000
MORTLAKE,2013,129500
MORWELL,2013,160000
MOUNT BEAUTY,2013,180000
MOUNT CLEAR,2013,286000
MOUNT DANDENONG,2013,450000
MOUNT DUNEED,2013,286000
MOUNT ELIZA,2013,750000
MOUNT EVELYN,2013,406000
MOUNT HELEN,2013,344000
MOUNT MACEDON,2013,662500
MOUNT MARTHA,2013,727500
MOUNT PLEASANT,2013,276500
MOUNT WAVERLEY,2013,820000
MULGRAVE,2013,577500
MURCHISON,2013,186000
MURRUMBEE,2013,870000
MURTOA,2013,95000
MYRTLEFORD,2013,220000
GAMBIE,2013,312500
RRE WARREN,2013,370000
RRE WARREN NORTH,2013,685000
RRE WARREN SOUTH,2013,410000
THALIA,2013,165000
NEERIM SOUTH,2013,340000
NELSON,2013,224000
NERRI,2013,455000
NEW GISBORNE,2013,500000
NEWBOROUGH,2013,213000
NEWCOMB,2013,280000
NEWINGTON,2013,320000
NEWLANDS ARM,2013,320000
NEWPORT,2013,695000
NEWSTEAD,2013,300000
NEWTOWN (GREATER GEELONG),2013,570000
NHILL,2013,110000
NICHOLS POINT,2013,316500
NIDDRIE,2013,700000
NOBLE PARK,2013,400000
NOBLE PARK NORTH,2013,383000
NORLANE,2013,202500
NORTH BENDIGO,2013,271000
NORTH GEELONG,2013,277000
NORTH MELBOURNE,2013,802500
NORTH WONTHAGGI,2013,230000
NORTHCOTE,2013,818000
NOTTING HILL,2013,566500
NUMURKAH,2013,195000
NUWADING,2013,637500
NYAH WEST,2013,94000
NYORA,2013,222500
OAK PARK,2013,576500
OAKLEIGH,2013,753500
OAKLEIGH EAST,2013,672000
OAKLEIGH SOUTH,2013,603000
OCEAN GROVE,2013,459000
OFFICER,2013,342000
OFFICER SOUTH,2013,
OLINDA,2013,496000
OMEO,2013,210000
ORBOST,2013,156000
ORMOND,2013,997500
OSBORNE,2013,530000
OUYEN,2013,75000
PAKENHAM,2013,335000
PARADISE BEACH,2013,163500
PARK ORCHARDS,2013,952500
PARKDALE,2013,760000
PARKVILLE,2013,1200000
PASCOE VALE,2013,580000
PASCOE VALE SOUTH,2013,645500
PATTERSON GARDENS,2013,620000
PATTERSON LAKES,2013,645000
PAYNESVILLE,2013,283000
PEARCEDALE,2013,385000
PETERBOROUGH,2013,287500
PIONEER BAY,2013,200000
PLENTY,2013,773000
POINT COOK,2013,450000
POINT LONSDALE,2013,700000
POREPUNKAH,2013,347000
PORT ALBERT,2013,262500
PORT FAIRY,2013,400000
PORT FRANKLIN,2013,190000
PORT MELBOURNE,2013,995000
PORT WELSHPOOL,2013,201500
PORTARLINGTON,2013,390000
PORTLAND,2013,235000
PORTLAND NORTH,2013,300000
PORTSEA,2013,1195000
PRAHRAN,2013,990000
PRESTON,2013,632500
PRINCES HILL,2013,1216500
PYRAMID HILL,2013,112500
QUARRY HILL,2013,385000
QUEENSCLIFF,2013,630000
RAINBOW,2013,62000
RAYMOND ISLAND,2013,297500
RED CLIFFS,2013,163000
REDAN,2013,250000
RESEARCH,2013,605500
RESERVOIR,2013,510000
RHYLL,2013,393000
RICHMOND,2013,900000
RIDDELLS CREEK,2013,450000
RINGWOOD,2013,551000
RINGWOOD EAST,2013,547000
RINGWOOD NORTH,2013,631000
RIPPLESIDE,2013,585000
ROBINVALE,2013,150000
ROCHESTER,2013,189500
ROCKBANK,2013,309000
ROMSEY,2013,387500
ROSAN,2013,717500
ROSEBUD,2013,367000
ROSEBUD SOUTH,2013,425000
ROSEDALE,2013,215000
ROWVILLE,2013,570000
ROXBURGH PARK,2013,365000
RUPANYUP,2013,75000
RUSHWORTH,2013,161000
RUTHERGLEN,2013,232000
RYE,2013,425000
SAFETY BEACH,2013,515000
SAILORS GULLY,2013,253000
SALE,2013,290000
SAN REMO,2013,410000
SANCTUARY LAKES,2013,480000
SANDHURST,2013,545000
SANDRINGHAM,2013,1210000
SANDY POINT,2013,352500
SASSAFRAS,2013,632500
SAWMILL SETTLEMENT,2013,259000
SCORESBY,2013,509000
SEA LAKE,2013,80000
SEABROOK,2013,422500
SEAFORD,2013,419000
SEAHOLME,2013,641000
SEASPRAY,2013,152000
SEBASTOPOL,2013,242000
SEDDON,2013,675000
SELBY,2013,420000
SEVILLE,2013,400000
SEVILLE EAST,2013,339500
SEYMOUR,2013,220000
SHEPPARTON,2013,247000
SHEPPARTON NORTH,2013,346000
SHOREHAM,2013,607000
SILVERLEAVES,2013,508000
SKENES CREEK,2013,465000
SKIPTON,2013,155000
SKYE,2013,395000
SMITHS BEACH,2013,372500
SMYTHESDALE,2013,260000
SOLDIERS HILL,2013,283000
SOMERS,2013,657500
SOMERVILLE,2013,385000
SORRENTO,2013,770000
SOUTH DUDLEY,2013,192000
SOUTH GEELONG,2013,420500
SOUTH KINGSVILLE,2013,619500
SOUTH MELBOURNE,2013,1030000
SOUTH MORANG,2013,415000
SOUTH YARRA,2013,1352500
SPOTSWOOD,2013,680000
SPRING GULLY,2013,345000
SPRINGVALE,2013,451500
SPRINGVALE SOUTH,2013,430000
ST ALBANS,2013,350000
ST ALBANS PARK,2013,335000
ST ANDREWS BEACH,2013,480000
ST ARUD,2013,140000
ST HELE,2013,612500
ST KILDA,2013,892000
ST KILDA EAST,2013,1050500
ST KILDA WEST,2013,1142500
ST LEORDS,2013,350000
STANHOPE,2013,150000
STAWELL,2013,162500
STRATFORD,2013,230000
STRATHDALE,2013,392500
STRATHFIELDSAYE,2013,377000
STRATHMERTON,2013,166000
STRATHMORE,2013,827500
STRATHMORE HEIGHTS,2013,621000
STRATHTULLOH,2013,350000
STUDFIELD,2013,532500
SUNBURY,2013,355000
SUNDERLAND BAY,2013,324500
SUNNYCLIFFS,2013,195000
SUNSET STRIP,2013,301500
SUNSHINE,2013,435000
SUNSHINE NORTH,2013,400000
SUNSHINE WEST,2013,384500
SURF BEACH,2013,375000
SURREY HILLS,2013,1323000
SWAN HILL,2013,225000
SWAN REACH,2013,230000
SYDENHAM,2013,425000
SYNDAL,2013,950500
TALLANGATTA,2013,154000
TARNEIT,2013,370000
TATURA,2013,230000
TAWONGA SOUTH,2013,219500
TAYLORS HILL,2013,487500
TAYLORS LAKES,2013,490000
TECOMA,2013,415000
TEMPLESTOWE,2013,865000
TEMPLESTOWE LOWER,2013,750000
TERANG,2013,161500
THE BASIN,2013,430000
THE HONEYSUCKLES,2013,214000
THE PATCH,2013,393500
THOMASTOWN,2013,390000
THOMSON (GREATER GEELONG),2013,282000
THORNBURY,2013,729000
THORNHILL PARK,2013,
TIMBOON,2013,184000
TONGALA,2013,185000
TOONGABBIE,2013,234000
TOORA,2013,171500
TOORADIN,2013,420000
TOORAK,2013,2875000
TOOTGAROOK,2013,387000
TORQUAY,2013,580000
TRAFALGAR,2013,283000
TRARALGON,2013,269000
TRARALGON EAST,2013,435000
TRAVANCORE,2013,905000
TRENTHAM,2013,407500
TRUGANI,2013,360000
TULLAMARINE,2013,395000
TYABB,2013,370500
UPPER FERNTREE GULLY,2013,435000
UPWEY,2013,425000
VENTNOR,2013,370000
VENUS BAY,2013,242500
VERMONT,2013,610000
VERMONT SOUTH,2013,722500
VIEWBANK,2013,630000
VIOLET TOWN,2013,215000
WAHGUNYAH,2013,190000
WALKERVILLE,2013,279000
WALLAN,2013,341500
WALLAN EAST,2013,310000
WANDA HEIGHTS,2013,540000
WANDIN NORTH,2013,407500
WANGARATTA,2013,240000
WANTIR,2013,576000
WANTIR SOUTH,2013,579000
WARBURTON,2013,310000
WARNEET,2013,337000
WARRACKBEAL,2013,107500
WARRAGUL,2013,315000
WARRANDYTE,2013,640000
WARRANWOOD,2013,603000
WARRMBOOL,2013,325000
WATERWAYS,2013,667000
WATSONIA,2013,505000
WATSONIA NORTH,2013,510000
WATTLE GLEN,2013,475000
WAURN PONDS,2013,446500
WEDDERBURN,2013,154000
WEIR VIEWS,2013,327500
WENDOUREE,2013,243000
WENDOUREE WEST,2013,200000
WERRIBEE,2013,309000
WERRIBEE SOUTH,2013,538000
WEST FOOTSCRAY,2013,553000
